iter	RMSE
268	0.3620330606
269	0.3618797709
270	0.3618292985
271	0.3617029397
272	0.3615674596
273	0.3611429378
274	0.3609292915
275	0.3606436134
276	0.3606224024
277	0.3604807397
278	0.3602495529
279	0.3600259445
280	0.3596215937
281	0.3594349425
282	0.3592654585
283	0.35910261
284	0.3588380263
285	0.3586893145
286	0.3584515118
287	0.3583622309
288	0.3582872268
289	0.3580782614
290	0.3580000003
291	0.3579807968
292	0.3576039965
293	0.3575962439
294	0.3573566617
295	0.3571460231
296	0.3570642189
297	0.3570477755
298	0.3566709063
299	0.3565346431
300	0.3562503241
301	0.356146986
302	0.3560025874
303	0.3558616141
304	0.3558420008
305	0.3557070061
306	0.3554310634
307	0.3550570194
308	0.3548443099
309	0.3547256491
310	0.3543454543
311	0.3543169544
312	0.3539436355
313	0.3538626264
314	0.3536490009
315	0.3536374642
316	0.3533992546
317	0.353391352
318	0.3531869399
319	0.3531793781
320	0.3529801778
321	0.3528406567
322	0.3524345288
323	0.3522370972
324	0.3520366203
325	0.3517877646
326	0.3516116035
327	0.3513142617
328	0.3512991516
329	0.3510825935
330	0.3508185023
331	0.3506958706
332	0.3505741652
333	0.3504320706
334	0.3501204648
335	0.3497024299
336	0.349674455
337	0.3495396256
338	0.3493046833
339	0.3493011056
340	0.3492642724
341	0.3491274367
342	0.3489974989
343	0.3488467019
344	0.3486384305
345	0.3485408867
346	0.348346552
347	0.3482812864
348	0.3480908268
349	0.3480266052
350	0.3479511415
351	0.3478498656
352	0.3477210721
353	0.3475805408
354	0.3473094205
355	0.3472885312
356	0.3471422469
357	0.3470198373
358	0.3469427512
359	0.3466191144
360	0.3464572904
361	0.3462980201
362	0.3458049947
363	0.3456353178
364	0.3454381537
365	0.3454136474
366	0.3453449455
367	0.3451336707
368	0.3451292596
369	0.3448344953
370	0.344649159
371	0.3445682498
372	0.3443550621
373	0.3441731967
374	0.3439139611
375	0.3436592265
376	0.3436096188
377	0.3434423157
378	0.34325171
379	0.3430993043
380	0.3429781499
381	0.3429086991
382	0.3427938164
383	0.3426752825
384	0.3425888556
385	0.3425592802
386	0.3424029626
387	0.3422365478
388	0.3421224724
389	0.341749981
390	0.3414794635
391	0.3413844074
392	0.3412100231
393	0.3412033703
394	0.3411302423
395	0.3410175876
396	0.3409748775
397	0.3408563654
398	0.3408536529
399	0.3408009129
400	0.3406904526
401	0.3406171979
402	0.3402568482
403	0.3401245193
404	0.3398709871
405	0.3397606914
406	0.3396965759
407	0.3395284649
408	0.3394596002
409	0.3394016501
410	0.3392679255
411	0.3388344355
412	0.3387171684
413	0.3385920482
414	0.338532055
415	0.3382292084
416	0.3379263006
417	0.3379091228
418	0.3376523329
419	0.3373795342
420	0.3371575744
421	0.3370824043
422	0.3369502636
423	0.3368331488
424	0.3367435835
425	0.3366604371
426	0.3366146522
427	0.3365240455
428	0.3365193356
429	0.3365145938
430	0.3363272098
431	0.3362061852
432	0.3362025081
433	0.336149049
434	0.3359876196
435	0.3358492755
436	0.3357212496
437	0.3356490293
438	0.3354645378
439	0.3351175349
440	0.3350585014
441	0.3348530701
442	0.3347341694
443	0.3345218625
444	0.3342590071
445	0.3341375009
446	0.3340224144
447	0.3338847886
448	0.3338030602
449	0.3335963429
450	0.3335307008
451	0.3335002768
452	0.3332612259
453	0.3326669806
454	0.3326168327
455	0.3325697359
456	0.3324645303
457	0.3324021457
458	0.3323568601
459	0.3323547222
460	0.3321816106
461	0.3317884852
462	0.3317798302
463	0.3316108897
464	0.3315254021
465	0.3313168317
466	0.3312826538
467	0.3311108255
468	0.3309797904
469	0.3307224127
470	0.3306995534
471	0.3306519889
472	0.3305847469
473	0.3303925412
474	0.3303049382
475	0.3301017119
476	0.3298660382
477	0.329761157
478	0.3294996302
479	0.3294120652
480	0.329326011
481	0.3293173245
482	0.3289796247
483	0.3289235704
484	0.3289130729
485	0.3287655491
486	0.3285902444
487	0.3284063484
488	0.3281258017
489	0.3280660932
490	0.3278565179
491	0.3278313695
492	0.3277633203
493	0.3275173941
494	0.3274982928
495	0.3273241399
496	0.3271680339
497	0.3271052788
498	0.3268860205
499	0.32688059
500	0.3267209836
501	0.3266362308
502	0.32650967
503	0.3264844457
504	0.3263664419
505	0.3261169994
506	0.3258929141
507	0.3257696
508	0.3256108599
509	0.3255096626
510	0.3254477198
511	0.3253771376
512	0.325306583
513	0.3252231142
514	0.3250870622
515	0.3249368777
516	0.3249206547
517	0.3249143096
518	0.3247733131
519	0.3247594527
520	0.3245331331
521	0.3243700661
522	0.3242953381
523	0.3241464447
524	0.3239200248
525	0.3237721628
526	0.3236692914
527	0.323580761
528	0.3234236914
529	0.3231770531
530	0.3230571839
531	0.3228926571
532	0.3227333488
533	0.3226485371
534	0.3224461147
535	0.3224423614
536	0.322261727
537	0.3221167679
538	0.3221154379
539	0.3219273913
540	0.3218505901
541	0.3216927518
542	0.32159886
543	0.3214318336
544	0.3213765801
545	0.3211813369
546	0.3211082017
547	0.3208751175
548	0.3207671894
549	0.3206849454
550	0.3205333772
551	0.3203414796
552	0.3202602333
553	0.3202406037
554	0.3202241598
555	0.3201101787
556	0.3198958291
557	0.3198819334
558	0.3198740934
559	0.319836028
560	0.3196044771
561	0.319487857
562	0.319341816
563	0.3192214129
564	0.3191370625
565	0.3190787605
566	0.3188986811
567	0.3187485984
568	0.3186365199
569	0.3185130165
570	0.3184803825
571	0.3183741534
572	0.3183366405
573	0.3182926188
574	0.3182133569
575	0.3181048687
576	0.3180214656
577	0.3178923313
578	0.317817172
579	0.3177323398
580	0.3177094519
581	0.3175781528
582	0.3174546666
583	0.3173416116
584	0.3172227194
585	0.3171158205
586	0.3170004353
587	0.3168455574
588	0.3167898167
589	0.3167125786
590	0.3166728987
591	0.316629005
592	0.3165415199
593	0.316484306
594	0.3163880328
595	0.3161476798
596	0.3161292005
597	0.3160064282
598	0.3159639098
599	0.3157860406
600	0.3154870943
601	0.3153986019
602	0.315234988
603	0.315177325
604	0.3150851092
605	0.3149087512
606	0.3147963322
607	0.3147324327
608	0.3145576437
609	0.3144584467
610	0.3142725285
611	0.3140929764
612	0.3139118943
613	0.3137558269
614	0.3136229185
615	0.3135675111
616	0.313531391
617	0.3135281367
618	0.3134910776
619	0.3133736006
620	0.3132108642
621	0.3131136271
622	0.312932477
623	0.3129173878
624	0.3128913383
625	0.312764863
626	0.3125570033
627	0.3124194828
628	0.3123996255
629	0.3122400925
630	0.3120103456
631	0.3119323385
632	0.3116703181
633	0.3115608832
634	0.3113432486
635	0.3112345502
636	0.31107608
637	0.3109305794
638	0.3107371943
639	0.3106577069
640	0.3104456489
641	0.3103704788
642	0.3102432357
643	0.3099149184
644	0.3098119002
645	0.3096799031
646	0.3096307838
647	0.3095573959
648	0.3093762074
649	0.3092099868
650	0.3090577257
651	0.3090541501
652	0.3089774597
653	0.3089545686
654	0.3089097907
655	0.3087956715
656	0.3086258227
657	0.3084599293
658	0.3083373324
659	0.3083285301
660	0.3081182482
661	0.3080372471
662	0.3079301953
663	0.3077883878
664	0.3076270285
665	0.3075866068
666	0.3075250677
667	0.3073125936
668	0.3071266302
669	0.3068321167
670	0.3067705759
671	0.3066595038
672	0.3064710387
673	0.3063770386
674	0.3063103286
675	0.3061090685
676	0.3061030289
677	0.3060506637
678	0.3059695518
679	0.3058862499
680	0.3058044893
681	0.3056279028
682	0.3056192683
683	0.3055229273
684	0.3054022191
685	0.3051931847
686	0.305021059
687	0.3049000094
688	0.304882993
689	0.3048417416
690	0.3043630231
691	0.3042295156
692	0.304197781
693	0.3039865639
694	0.3039415231
695	0.3038184426
696	0.303672836
697	0.303503195
698	0.3034937815
699	0.3033490501
700	0.3032332866
701	0.303110551
702	0.3029461162
703	0.3027041432
704	0.3024912666
705	0.3022540237
706	0.3020361243
707	0.3019600573
708	0.3017546279
709	0.3015699292
710	0.3013823117
711	0.3011550368
712	0.3010467603
713	0.3009694844
714	0.3008502372
715	0.3008423059
716	0.3006051122
717	0.3005109388
718	0.3004283585
719	0.3003840885
720	0.3002570103
721	0.3000124208
722	0.2998790428
723	0.2997476618
724	0.2996786712
725	0.2996521945
726	0.2994871925
727	0.2993698085
728	0.2991155857
729	0.2990052669
730	0.2988183947
731	0.2987797024
732	0.2986931678
733	0.2986527424
734	0.2985699236
735	0.298543722
736	0.2984480122
737	0.298222067
738	0.2981877879
739	0.2980286398
740	0.2979575483
741	0.2978466748
742	0.2977092288
743	0.2975775883
744	0.2974376802
745	0.2974105557
746	0.2971969348
747	0.2971097641
748	0.2969776576
749	0.2969307698
750	0.296896059
751	0.2967419663
752	0.2966531064
753	0.2965780712
754	0.2964818841
755	0.2963704227
756	0.2962678291
757	0.2961548885
758	0.2960846172
759	0.2959994577
760	0.2958866093
761	0.2958847148
762	0.2956399116
763	0.2956359251
764	0.2953261182
765	0.2952279745
766	0.2951017673
767	0.2949543174
768	0.2947664048
769	0.2945193384
770	0.2944399131
771	0.2943499981
772	0.2941193273
773	0.29406319
774	0.2939448171
775	0.2938571441
776	0.2938189348
777	0.2937696537
778	0.2936582634
779	0.2935148025
780	0.2933982203
781	0.2933797505
782	0.2932744197
783	0.2931221758
784	0.2929115502
785	0.292813957
786	0.2926633084
787	0.292607443
788	0.292438031
789	0.2922407226
790	0.292175209
791	0.2920474638
792	0.2919793417
793	0.2918298502
794	0.2915862511
795	0.2915058546
796	0.2913942548
797	0.2913195996
798	0.2912514011
799	0.2911580296
800	0.2911111238
801	0.2909290741
802	0.2909206959
803	0.290708123
804	0.2905314321
805	0.2903383309
806	0.2899960197
807	0.2899773496
808	0.2899023639
809	0.2898093577
810	0.2897568619
811	0.2896435102
812	0.2895809322
813	0.2894925656
814	0.2894287288
815	0.2894024733
816	0.2893538263
817	0.2892689555
818	0.2892191889
819	0.2891553708
820	0.2890822127
821	0.2890749939
822	0.2889615225
823	0.2888387875
824	0.2886729595
825	0.2886509198
826	0.2885723161
827	0.2885422039
828	0.2884355987
829	0.2883615491
830	0.2881956513
831	0.2881282449
832	0.2880463907
833	0.2879355272
834	0.2877036285
835	0.2875433565
836	0.2874228394
837	0.2873551959
838	0.2872746522
839	0.2870921898
840	0.2870830014
841	0.2870173615
842	0.2869523966
843	0.2868871309
844	0.2868180028
845	0.2866199291
846	0.2865414289
847	0.2864267314
848	0.285960422
849	0.2858974005
850	0.2857096854
851	0.2856163478
852	0.2855427939
853	0.2854360759
854	0.2853223014
855	0.2852485684
856	0.2851017453
857	0.2849989822
858	0.2849960475
859	0.2848636076
860	0.2846520376
861	0.2845524262
862	0.2844348672
863	0.2843427066
864	0.2842186612
865	0.2841704996
866	0.283984033
867	0.2838804095
868	0.283736489
869	0.2835395294
870	0.2833424128
871	0.2831191544
872	0.2831125981
873	0.2830069567
874	0.2829711614
875	0.2828716342
876	0.2827813125
877	0.2826385975
878	0.2824777203
879	0.2824708543
880	0.2824514074
881	0.2824268789
882	0.2822435345
883	0.2821548139
884	0.2820965607
885	0.2819484101
886	0.2818353554
887	0.2817701553
888	0.2816757253
889	0.281537435
890	0.2812624342
891	0.2810823147
892	0.2810814479
893	0.2809365598
894	0.2809021073
895	0.2808697378
896	0.2808027528
897	0.2808018153
898	0.2806836382
899	0.28062363
900	0.2805290723
901	0.2804648475
902	0.2803479566
903	0.2802969116
904	0.2801167334
905	0.2800534428
906	0.2798752392
907	0.2797957633
908	0.2797222575
909	0.279639532
910	0.2795315848
911	0.2794799933
912	0.2793810552
913	0.2793467515
914	0.2792347893
915	0.2791297503
916	0.2790513395
917	0.2789970607
918	0.2789028284
919	0.2788225416
920	0.2788094573
921	0.2786686644
922	0.2786172953
923	0.2784830205
924	0.2784063883
925	0.278307115
926	0.2781903478
927	0.2781732511
928	0.2780276392
929	0.2779624366
930	0.2779222991
931	0.2778849836
932	0.2777486987
933	0.2776593197
934	0.2775504888
935	0.2774187757
936	0.2773015885
937	0.2772936513
938	0.2771480763
939	0.2770434336
940	0.2769067862
941	0.2768514134
942	0.2767698596
943	0.2766672639
944	0.2765774599
945	0.2763537519
946	0.2761808829
947	0.2761394852
948	0.2759638886
949	0.2759189109
950	0.275865799
951	0.275853115
952	0.275839029
953	0.2755308492
954	0.2755019856
955	0.2752668157
956	0.2752595548
957	0.2752044797
958	0.2750978891
959	0.2749146948
960	0.274787172
961	0.2744831728
962	0.2744085956
963	0.2743016423
964	0.2741331937
965	0.2740278385
966	0.27397732
967	0.2738143525
968	0.2737245903
969	0.273692404
970	0.2735186328
971	0.2734394563
972	0.2731880452
973	0.2731734318
974	0.2731135362
975	0.273013331
976	0.273003249
977	0.2728434039
978	0.2727357475
979	0.2725827861
980	0.2723497129
981	0.2722491013
982	0.272158645
983	0.271983338
984	0.2718448834
985	0.2717732759
986	0.2717471758
987	0.2715553255
988	0.2715203373
989	0.2714839544
990	0.2712384926
991	0.2712097107
992	0.2711177523
993	0.271069282
994	0.2709703421
995	0.2708339893
996	0.2707874963
997	0.2706138579
998	0.2704680198
999	0.2704168398
